hpName,mpName,hpId,mpId
Proboscis (HPO),proboscis (MPO),HP:0012806,MP:0006290
Aprosencephaly (HPO),aprosencephaly (MPO),HP:0007268,MP:0006291
Arachnodactyly (HPO),arachnodactyly (MPO),HP:0001166,MP:0006296
Abnormal retinal nerve fiber layer morphology (HPO),abnormal retinal nerve fiber layer morphology (MPO),HP:0020119,MP:0006303
Abnormal urine protein level (HPO),abnormal urine protein level (MPO),HP:0020129,MP:0006315
Conductive hearing impairment (HPO),conductive hearing impairment (MPO),HP:0000405,MP:0006326
Mixed hearing impairment (HPO),mixed hearing impairment (MPO),HP:0000410,MP:0006327
Sensorineural hearing impairment (HPO),sensorineural hearing impairment (MPO),HP:0000407,MP:0006329
Anorchism (HPO),absent testes (MPO),HP:0030869,MP:0006415
Ovarian neoplasm (HPO),increased ovary tumor incidence (MPO),HP:0100615,MP:0008000
Achlorhydria (HPO),achlorhydria (MPO),HP:0032448,MP:0008003
Intestinal polyposis (HPO),intestine polyps (MPO),HP:0200008,MP:0008011
Duodenal polyposis (HPO),duodenum polyps (MPO),HP:0004783,MP:0008012
Abnormal Langerhans cell morphology (HPO),abnormal Langerhans cell morphology (MPO),HP:0031871,MP:0008117
Podocyte foot process effacement (HPO),podocyte foot process effacement (MPO),HP:0031266,MP:0008140
Nyctalopia (HPO),nyctalopia (MPO),HP:0000662,MP:0008144
Hemeralopia (HPO),hemeralopia (MPO),HP:0012047,MP:0008145
Slender long bone (HPO),decreased diameter of long bones (MPO),HP:0003100,MP:0008150
Decreased fibular diameter (HPO),decreased diameter of fibula (MPO),HP:0031107,MP:0008153
Increased fibular diameter (HPO),increased diameter of fibula (MPO),HP:0012107,MP:0008159
Abnormal leukocyte morphology (HPO),abnormal leukocyte morphology (MPO),HP:0001881,MP:0008246
Abnormal bone ossification (HPO),abnormal bone ossification (MPO),HP:0011849,MP:0008271
Abnormal intramembranous ossification (HPO),abnormal intramembranous bone ossification (MPO),HP:0012790,MP:0008273
Enlarged hippocampus (HPO),enlarged hippocampus (MPO),HP:0100961,MP:0008282
Hypoplastic hippocampus (HPO),small hippocampus (MPO),HP:0025517,MP:0008283
Hypochromic anemia (HPO),hypochromic anemia (MPO),HP:0001931,MP:0008387
Hypochromic microcytic anemia (HPO),hypochromic microcytic anemia (MPO),HP:0004840,MP:0008388
"Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology (HPO)","abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology (MPO)",HP:0030334,MP:0008397
Abnormal cutaneous elastic fiber morphology (HPO),abnormal cutaneous elastic fiber morphology (MPO),HP:0025082,MP:0008418
Abnormal cutaneous collagen fibril morphology (HPO),abnormal cutaneous collagen fibril morphology (MPO),HP:0031512,MP:0008438
Left atrial isomerism (HPO),left atrial isomerism (MPO),HP:0011537,MP:0008461
Dilation of lateral ventricles (HPO),enlarged lateral ventricles (MPO),HP:0006956,MP:0008535
Atrial fibrillation (HPO),atrial fibrillation (MPO),HP:0005110,MP:0008543
Hyposmia (HPO),impaired olfaction (MPO),HP:0004409,MP:0008544
Partial anosmia (HPO),impaired olfaction (MPO),HP:0010633,MP:0008544
Absent sperm flagella (HPO),absent sperm flagellum (MPO),HP:0032558,MP:0008545
Impaired neutrophil chemotaxis (HPO),impaired neutrophil chemotaxis (MPO),HP:0040238,MP:0008720
Micromelia (HPO),micromelia (MPO),HP:0002983,MP:0008736
Abnormal hepatic iron concentration (HPO),abnormal liver iron level (MPO),HP:0040134,MP:0008738
Craniorachischisis (HPO),craniorachischisis (MPO),HP:0030770,MP:0008784
Transverse facial cleft (HPO),lateral facial cleft (MPO),HP:0100731,MP:0008798
Abnormal circulating amylase level (HPO),abnormal circulating amylase level (MPO),HP:0410282,MP:0008804
Hypoamylasemia (HPO),decreased circulating amylase level (MPO),HP:0410289,MP:0008805
Hyperamylasemia (HPO),increased circulating amylase level (MPO),HP:0410288,MP:0008806
Decreased nerve conduction velocity (HPO),decreased nerve conduction velocity (MPO),HP:0000762,MP:0008814
Anterior staphyloma (HPO),anterior staphyloma (MPO),HP:0030855,MP:0008815
Petechiae (HPO),petechiae (MPO),HP:0000967,MP:0008816
Hemivertebrae (HPO),hemivertebra (MPO),HP:0002937,MP:0008832
Retinal neovascularization (HPO),retinal neovascularization (MPO),HP:0030666,MP:0008852
Craniofacial asymmetry (HPO),craniofacial asymmetry (MPO),HP:0004484,MP:0008863
Carpal synostosis (HPO),fused carpal bones (MPO),HP:0009702,MP:0008915
Decreased mean platelet volume (HPO),decreased mean platelet volume (MPO),HP:0005537,MP:0008935
Hyperchromic macrocytic anemia (HPO),hyperchromic macrocytic anemia (MPO),HP:0004857,MP:0008945
Ventricular tachycardia (HPO),ventricular tachycardia (MPO),HP:0004756,MP:0008950
Abnormal liver parenchyma morphology (HPO),abnormal liver parenchyma morphology (MPO),HP:0030146,MP:0008986
Anal atresia (HPO),absent anus (MPO),HP:0002023,MP:0008999
Absent hallux (HPO),absent hallux (MPO),HP:0012386,MP:0009001
Abnormal subarachnoid space morphology (HPO),abnormal subarachnoid space morphology (MPO),HP:0012703,MP:0009027
Trichilemmal cyst (HPO),pilar cyst (MPO),HP:0025246,MP:0009042
Fasciculations (HPO),muscle twitch (MPO),HP:0002380,MP:0009046
Aplasia of the upper vagina (HPO),absent cranial vagina (MPO),HP:0012673,MP:0009072
Abnormal pancreas size (HPO),abnormal pancreas size (MPO),HP:0012094,MP:0009106
Neoplasm of the pancreas (HPO),increased pancreas tumor incidence (MPO),HP:0002894,MP:0009153
Abnormality of the male genitalia (HPO),abnormal male genitalia morphology (MPO),HP:0010461,MP:0009198
Uterine neoplasm (HPO),increased uterus tumor incidence (MPO),HP:0010784,MP:0009222
Cervicitis (HPO),uterine cervix inflammation (MPO),HP:0030160,MP:0009228
Abdominal distention (HPO),meteorism (MPO),HP:0003270,MP:0009247
Buphthalmos (HPO),buphthalmos (MPO),HP:0000557,MP:0009274
Ecchymosis (HPO),ecchymosis (MPO),HP:0031364,MP:0009276
Duodenal adenocarcinoma (HPO),increased duodenum adenocarcinoma incidence (MPO),HP:0006771,MP:0009311
Anal canal adenocarcinoma (HPO),increased anal adenocarcinoma incidence (MPO),HP:0030439,MP:0009316
Fine hair (HPO),thin hair shaft (MPO),HP:0002213,MP:0009351
Endometritis (HPO),endometrium inflammation (MPO),HP:0025636,MP:0009360
Thin zona pellucida (HPO),thin zona pellucida (MPO),HP:0020157,MP:0009375
Centrally nucleated skeletal muscle fibers (HPO),centrally nucleated skeletal muscle fibers (MPO),HP:0003687,MP:0009404
Skeletal muscle atrophy (HPO),skeletal muscle atrophy (MPO),HP:0003202,MP:0009417
Skeletal muscle fibrosis (HPO),skeletal muscle fibrosis (MPO),HP:0030951,MP:0009419
Paraparesis (HPO),paraparesis (MPO),HP:0002385,MP:0009434
Ovarian dermoid cyst (HPO),increased ovarian teratoma incidence (MPO),HP:0025274,MP:0009442
Skeletal muscle hypertrophy (HPO),skeletal muscle hypertrophy (MPO),HP:0003712,MP:0009461
Cutaneous hamartoma (HPO),increased skin hamartoma incidence (MPO),HP:0031111,MP:0009469
Ileitis (HPO),ileum inflammation (MPO),HP:0032564,MP:0009482
Ductal carcinoma in situ (HPO),increased mammary gland ductal carcinoma incidence (MPO),HP:0030075,MP:0009508
Titubation (HPO),titubation (MPO),HP:0030187,MP:0009514
Elliptocytosis (HPO),elliptocytosis (MPO),HP:0004445,MP:0009547
Abnormal platelet aggregation (HPO),abnormal platelet aggregation (MPO),HP:0030402,MP:0009548
Impaired platelet aggregation (HPO),decreased platelet aggregation (MPO),HP:0003540,MP:0009549
Hypergranulosis (HPO),hypergranulosis (MPO),HP:0025114,MP:0009600
Renal atrophy (HPO),kidney degeneration (MPO),HP:0012585,MP:0009641
Azotemia (HPO),uremia (MPO),HP:0002157,MP:0009644
Crystalluria (HPO),crystalluria (MPO),HP:0020074,MP:0009645
Urinary bladder inflammation (HPO),urinary bladder inflammation (MPO),HP:0100577,MP:0009646
Ectopic pregnancy (HPO),ectopic pregnancy (MPO),HP:0031456,MP:0009668
Orthokeratotic hyperkeratosis (HPO),orthokeratosis (MPO),HP:0025080,MP:0009675
Orthokeratosis (HPO),orthokeratosis (MPO),HP:0040162,MP:0009675
Increased circulating chylomicron concentration (HPO),hyperchylomicronemia (MPO),HP:0012238,MP:0009699
Atresia of the external auditory canal (HPO),absent external auditory canal (MPO),HP:0000413,MP:0009707
Anhedonia (HPO),anhedonia (MPO),HP:0012154,MP:0009710
Preaxial polydactyly (HPO),preaxial polydactyly (MPO),HP:0100258,MP:0009743
Postaxial polydactyly (HPO),postaxial polydactyly (MPO),HP:0100259,MP:0009744
Seborrheic dermatitis (HPO),seborrheic dermatitis (MPO),HP:0001051,MP:0009792
Corneal ulceration (HPO),cornea ulcer (MPO),HP:0012804,MP:0009825
Skin detachment (HPO),skin detachment (MPO),HP:0032156,MP:0009827
Gastroparesis (HPO),impaired gastric peristalsis (MPO),HP:0002578,MP:0009854
Midface retrusion (HPO),midface retrusion (MPO),HP:0011800,MP:0009855
Nephrosclerosis (HPO),nephrosclerosis (MPO),HP:0009741,MP:0009860
Abnormal ascending aorta morphology (HPO),abnormal ascending aorta morphology (MPO),HP:0031784,MP:0009867
Abnormal descending aorta morphology (HPO),abnormal descending aorta morphology (MPO),HP:0031934,MP:0009869
Narrow mouth (HPO),microstomia (MPO),HP:0000160,MP:0009880
Wide mouth (HPO),macrostomia (MPO),HP:0000154,MP:0009881
Microglossia (HPO),tongue hypoplasia (MPO),HP:0000171,MP:0009904
Aglossia (HPO),absent tongue (MPO),HP:0012730,MP:0009905
Bifid tongue (HPO),bifurcated tongue (MPO),HP:0010297,MP:0009910
Myelomeningocele (HPO),meningomyelocele (MPO),HP:0002475,MP:0009929
Fine hair (HPO),fuzzy hair (MPO),HP:0002213,MP:0009930
Vitiligo (HPO),variable depigmentation (MPO),HP:0001045,MP:0010016
Aciduria (HPO),aciduria (MPO),HP:0012072,MP:0010028
Paraphimosis (HPO),paraphimosis (MPO),HP:0100588,MP:0010033
Abnormal circulating creatine concentration (HPO),abnormal circulating creatine level (MPO),HP:0012113,MP:0010063
Increased RBC distribution width (HPO),increased red blood cell distribution width (MPO),HP:0031965,MP:0010067
Stomatocytosis (HPO),stomatocytosis (MPO),HP:0004446,MP:0010074
Osteochondroma (HPO),increased osteochondroma incidence (MPO),HP:0030431,MP:0010079
Abnormal sacrum morphology (HPO),abnormal sacrum morphology (MPO),HP:0005107,MP:0010113
Hypervolemia (HPO),hypervolemia (MPO),HP:0011105,MP:0010127
Hypovolemia (HPO),hypovolemia (MPO),HP:0011106,MP:0010128
Arteritis (HPO),arteritis (MPO),HP:0012089,MP:0010138
Umbilical hernia (HPO),umbilical hernia (MPO),HP:0001537,MP:0010146
Hemolytic anemia (HPO),hemolysis (MPO),HP:0001878,MP:0010163
Dacryocytosis (HPO),dacryocytosis (MPO),HP:0032563,MP:0010176
Acanthocytosis (HPO),acanthocytosis (MPO),HP:0001927,MP:0010177
Aplasia of lymphatic vessels (HPO),absent lymphatic vessels (MPO),HP:0045006,MP:0010194
Agalactia (HPO),lactation failure (MPO),HP:0031109,MP:0010249
Subcapsular cataract (HPO),subcapsular cataracts (MPO),HP:0000523,MP:0010251
Abnormal apolipoprotein level (HPO),abnormal apolipoprotein level (MPO),HP:0025201,MP:0010331
Pleural effusion (HPO),pleural effusion (MPO),HP:0002202,MP:0010334
Abnormal epiglottis morphology (HPO),abnormal epiglottis morphology (MPO),HP:0005483,MP:0010371
Primum atrial septal defect (HPO),ostium primum atrial septal defect (MPO),HP:0010445,MP:0010404
Secundum atrial septal defect (HPO),ostium secundum atrial septal defect (MPO),HP:0001684,MP:0010405
Common atrium (HPO),common atrium (MPO),HP:0011565,MP:0010406
Coronary sinus atrial septal defect (HPO),coronary sinus atrial septal defect (MPO),HP:0011643,MP:0010407
Sinus venosus atrial septal defect (HPO),sinus venosus atrial septal defect (MPO),HP:0011567,MP:0010408
Cor triatriatum (HPO),cor triatriatum (MPO),HP:0010774,MP:0010409
Cor triatriatum dexter (HPO),cor triatriatum dextrum (MPO),HP:0011566,MP:0010411
Atrioventricular canal defect (HPO),atrioventricular septal defect (MPO),HP:0006695,MP:0010412
Complete atrioventricular canal defect (HPO),complete atrioventricular septal defect (MPO),HP:0001674,MP:0010413
Partial atrioventricular canal defect (HPO),partial atrioventricular septal defect (MPO),HP:0011577,MP:0010414
Intermediate atrioventricular canal defect (HPO),intermediate atrioventricular septal defect (MPO),HP:0011576,MP:0010415
Membranous ventricular septal aneurysm (HPO),interventricular septum membranous part aneurysm (MPO),HP:0030958,MP:0010416
Subarterial ventricular septal defect (HPO),subarterial ventricular septal defect (MPO),HP:0011681,MP:0010417
Perimembranous ventricular septal defect (HPO),perimembraneous ventricular septal defect (MPO),HP:0011682,MP:0010418
Inlet ventricular septal defect (HPO),inlet ventricular septal defect (MPO),HP:0011622,MP:0010419
Muscular ventricular septal defect (HPO),muscular ventricular septal defect (MPO),HP:0011623,MP:0010420
Double outlet left ventricle (HPO),double outlet left ventricle (MPO),HP:0011581,MP:0010427
Supracardiac total anomalous pulmonary venous connection (HPO),"total anomalous pulmonary venous connection, supracardiac (MPO)",HP:0011719,MP:0010430
Atrial situs inversus (HPO),atrial situs inversus (MPO),HP:0011538,MP:0010431
Single ventricle (HPO),common ventricle (MPO),HP:0001750,MP:0010432
Double inlet left ventricle (HPO),double inlet heart left ventricle (MPO),HP:0011555,MP:0010433
Double inlet right ventricle (HPO),double inlet heart right ventricle (MPO),HP:0011556,MP:0010434
Total anomalous pulmonary venous return (HPO),total anomalous pulmonary venous connection (MPO),HP:0005160,MP:0010441
Partial anomalous pulmonary venous return (HPO),partial anomalous pulmonary venous connection (MPO),HP:0010773,MP:0010442
Cardiac total anomalous pulmonary venous connection (HPO),"total anomalous pulmonary venous connection, intracardiac (MPO)",HP:0011720,MP:0010443
Mixed total anomalous pulmonary venous connection (HPO),"total anomalous pulmonary venous connection, mixed (MPO)",HP:0011722,MP:0010445
Hypoplastic left heart (HPO),heart left ventricle hypoplasia (MPO),HP:0004383,MP:0010446
Aortopulmonary window (HPO),aortopulmonary window (MPO),HP:0011604,MP:0010455
Anomalous origin of one pulmonary artery from ascending aorta (HPO),hemitruncus (MPO),HP:0011660,MP:0010456
Pulmonary artery aneurysm (HPO),pulmonary artery aneurysm (MPO),HP:0004937,MP:0010462
Vascular ring (HPO),vascular ring (MPO),HP:0010775,MP:0010466
Pulmonary artery sling (HPO),pulmonary artery sling (MPO),HP:0004961,MP:0010467
Ascending aorta hypoplasia (HPO),ascending aorta hypoplasia (MPO),HP:0031935,MP:0010469
Supravalvular aortic stenosis (HPO),supravalvar aortic stenosis (MPO),HP:0004381,MP:0010471
Descending aorta hypoplasia (HPO),descending aorta hypoplasia (MPO),HP:0025495,MP:0010474
Anomalous origin of left coronary artery from the pulmonary artery (HPO),anomalous pulmonary origin of left coronary artery (MPO),HP:0011638,MP:0010475
Coronary artery fistula (HPO),coronary fistula (MPO),HP:0011641,MP:0010476
Coronary artery aneurysm (HPO),coronary artery aneurysm (MPO),HP:0030882,MP:0010477
Pulmonary arteriovenous malformation (HPO),pulmonary arteriovenous malformation (MPO),HP:0006548,MP:0010480
Aorto-left ventricular tunnel (HPO),left ventricle to aorta tunnel (MPO),HP:0031932,MP:0010481
Dilatation of the sinus of Valsalva (HPO),aortic sinus aneurysm (MPO),HP:0011645,MP:0010483
Abnormal EKG (HPO),abnormal heart electrocardiography waveform feature (MPO),HP:0003115,MP:0010508
Shortened PR interval (HPO),shortened PR interval (MPO),HP:0005165,MP:0010511
Atrioventricular block (HPO),atrioventricular block (MPO),HP:0001678,MP:0010519
Sinoatrial block (HPO),sinoatrial block (MPO),HP:0012723,MP:0010520
Coarctation of abdominal aorta (HPO),abdominal aorta coarctation (MPO),HP:0004974,MP:0010525
Hepatic arteriovenous malformation (HPO),hepatic arteriovenous malformation (MPO),HP:0006574,MP:0010529
Cerebral arteriovenous malformation (HPO),cerebral arteriovenous malformation (MPO),HP:0002408,MP:0010530
Gastrointestinal arteriovenous malformation (HPO),gastrointestinal arteriovenous malformation (MPO),HP:0002629,MP:0010531
Ebstein anomaly of the tricuspid valve (HPO),Ebstein's malformation of tricuspid valve (MPO),HP:0010316,MP:0010536
Heart block (HPO),heart block (MPO),HP:0012722,MP:0010559
Unicuspid aortic valve (HPO),unicuspid aortic valve (MPO),HP:0012561,MP:0010596
Absent aortic valve cusps (HPO),absent aortic valve cusps (MPO),HP:0031569,MP:0010597
Abnormal pulmonary valve cusp morphology (HPO),abnormal pulmonary valve cusp morphology (MPO),HP:0031566,MP:0010602
Muscular subvalvular aortic stenosis (HPO),muscular subaortic stenosis (MPO),HP:0001691,MP:0010612
Abnormal mitral valve leaflet morphology (HPO),abnormal mitral valve cusp morphology (MPO),HP:0031480,MP:0010614
Abnormal tricuspid valve leaflet morphology (HPO),abnormal tricuspid valve cusp morphology (MPO),HP:0031443,MP:0010622
Aortopulmonary collateral arteries (HPO),aorta pulmonary collateral arteries (MPO),HP:0031834,MP:0010635
Bundle branch block (HPO),bundle branch block (MPO),HP:0011710,MP:0010636
Sinus bradycardia (HPO),sinus bradycardia (MPO),HP:0001688,MP:0010637
Descending thoracic aorta aneurysm (HPO),descending thoracic aorta aneurysm (MPO),HP:0004959,MP:0010660
Remnants of the hyaloid vascular system (HPO),persistent hyperplastic primary vitreous (MPO),HP:0007968,MP:0010711
Iris coloboma (HPO),iris coloboma (MPO),HP:0000612,MP:0010714
Retinal coloboma (HPO),retina coloboma (MPO),HP:0000480,MP:0010715
Optic nerve coloboma (HPO),optic disk coloboma (MPO),HP:0000588,MP:0010716
Optic nerve coloboma (HPO),optic nerve coloboma (MPO),HP:0000588,MP:0010717
Ciliary body coloboma (HPO),ciliary body coloboma (MPO),HP:0020006,MP:0010719
Delayed cranial suture closure (HPO),delayed cranial suture closure (MPO),HP:0000270,MP:0010743
Abnormality of visual evoked potentials (HPO),abnormal visual evoked potential (MPO),HP:0000649,MP:0010748
Abnormal thumb morphology (HPO),abnormal pollex morphology (MPO),HP:0001172,MP:0010772
Pneumothorax (HPO),pneumothorax (MPO),HP:0002107,MP:0010822
Pulmonary situs inversus (HPO),lung situs inversus (MPO),HP:0011616,MP:0010854
Intrauterine growth retardation (HPO),prenatal growth retardation (MPO),HP:0001511,MP:0010865
Esophageal stenosis (HPO),esophagus stenosis (MPO),HP:0010450,MP:0010884
Abnormal respiratory epithelium morphology (HPO),abnormal respiratory epithelium morphology (MPO),HP:0012253,MP:0010942
Alveolar proteinosis (HPO),pulmonary alveolar proteinosis (MPO),HP:0006517,MP:0010998
Bronchiectasis (HPO),bronchiectasis (MPO),HP:0002110,MP:0011012
Bronchiolectasis (HPO),bronchiolectasis (MPO),HP:0410397,MP:0011013
Abnormal respiratory motile cilium morphology (HPO),abnormal respiratory motile cilium morphology (MPO),HP:0005938,MP:0011050
Abnormal respiratory motile cilium physiology (HPO),abnormal respiratory motile cilium physiology (MPO),HP:0012261,MP:0011055
Abnormal gastrointestinal motility (HPO),abnormal gastrointestinal motility (MPO),HP:0030895,MP:0011082
Abnormal dermoepidermal junction morphology (HPO),abnormal epidermal-dermal junction morphology (MPO),HP:0031538,MP:0011159
Panniculitis (HPO),panniculitis (MPO),HP:0012490,MP:0011164
Lipodystrophy (HPO),lipodystrophy (MPO),HP:0009125,MP:0011174
Platyspondyly (HPO),platyspondylia (MPO),HP:0000926,MP:0011175
Abnormal vitamin B12 level (HPO),abnormal vitamin B12 level (MPO),HP:0040126,MP:0011227
Abdominal situs inversus (HPO),abdominal situs inversus (MPO),HP:0003363,MP:0011249
Abdominal situs ambiguus (HPO),abdominal situs ambiguus (MPO),HP:0031565,MP:0011250
Situs inversus totalis (HPO),situs inversus totalis (MPO),HP:0001696,MP:0011252
Situs inversus with levocardia (HPO),situs inversus with levocardia (MPO),HP:0031592,MP:0011253
Ureteral hypoplasia (HPO),ureter hypoplasia (MPO),HP:0032464,MP:0011298
Renal corticomedullary cysts (HPO),kidney corticomedullary cysts (MPO),HP:0000108,MP:0011308
Abnormal renal artery morphology (HPO),abnormal renal artery morphology (MPO),HP:0008776,MP:0011317
Diffuse mesangial sclerosis (HPO),expanded mesangial matrix (MPO),HP:0001967,MP:0011353
Pelvic kidney (HPO),pelvic kidney (MPO),HP:0000125,MP:0011361
Pyelonephritis (HPO),pyelonephritis (MPO),HP:0012330,MP:0011403
Tubulointerstitial nephritis (HPO),tubulointerstitial nephritis (MPO),HP:0001970,MP:0011405
Pyuria (HPO),pyuria (MPO),HP:0012085,MP:0011420
Cylindruria (HPO),cylindruria (MPO),HP:0012615,MP:0011421
Mesangial hypercellularity (HPO),mesangial cell hyperplasia (MPO),HP:0012574,MP:0011427
Mesangiolysis (HPO),mesangiolysis (MPO),HP:0030762,MP:0011430
Bilirubinuria (HPO),bilirubinuria (MPO),HP:0031811,MP:0011464
Mucopolysacchariduria (HPO),increased urine glycosaminoglycan level (MPO),HP:0008155,MP:0011473
Anterior synechiae of the anterior chamber (HPO),anterior iris synechia (MPO),HP:0011483,MP:0011481
Ureteropelvic junction obstruction (HPO),ureteropelvic junction obstruction (MPO),HP:0000074,MP:0011491
Ureterovesical junction obstruction (HPO),ureterovesical junction obstruction (MPO),HP:0030735,MP:0011492
Ureteral duplication (HPO),double ureter (MPO),HP:0000073,MP:0011493
Bowing of the long bones (HPO),camptomelia (MPO),HP:0006487,MP:0011505
Purpura (HPO),purpura (MPO),HP:0000979,MP:0011515
Aspartylglucosaminuria (HPO),aspartylglucosaminuria (MPO),HP:0012068,MP:0011516
Pollakisuria (HPO),increased urination frequency (MPO),HP:0100515,MP:0011535
Enlarged Eustachian valve (HPO),enlarged inferior vena cava valve (MPO),HP:0031591,MP:0011571
Decreased lipoprotein lipase activity (HPO),decreased lipoprotein lipase activity (MPO),HP:0031209,MP:0011579
Submucous cleft hard palate (HPO),submucous cleft palate (MPO),HP:0000176,MP:0011615
Abnormal mitochondrial shape (HPO),abnormal mitochondrial shape (MPO),HP:0012087,MP:0011633
Abnormal systemic arterial morphology (HPO),abnormal systemic artery morphology (MPO),HP:0011004,MP:0011655
Coronary arteriovenous fistula (HPO),coronary arterio-venous fistula (MPO),HP:0031563,MP:0011656
Interrupted aortic arch type A (HPO),"interrupted aortic arch, type a (MPO)",HP:0011612,MP:0011658
Interrupted aortic arch type B (HPO),"interrupted aortic arch, type b (MPO)",HP:0011613,MP:0011659
Ectopia cordis (HPO),ectopia cordis (MPO),HP:0001683,MP:0011660
Type I truncus arteriosus (HPO),persistent truncus arteriosus type i (MPO),HP:0004384,MP:0011661
Type II truncus arteriosus (HPO),persistent truncus arteriosus type ii (MPO),HP:0011608,MP:0011662
Type III truncus arteriosus (HPO),persistent truncus arteriosus type iii (MPO),HP:0011609,MP:0011663
Type IV truncus arteriosus (HPO),persistent truncus arteriosus type iv (MPO),HP:0011610,MP:0011664
Dextrotransposition of the great arteries (HPO),d-loop transposition of the great arteries (MPO),HP:0031348,MP:0011665
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis (HPO),"double outlet right ventricle, doubly committed ventricular septal defect (MPO)",HP:0011652,MP:0011669
Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis (HPO),"double outlet right ventricle, noncommitted ventricular septal defect (MPO)",HP:0011654,MP:0011670
Hypoplastic tricuspid valve (HPO),tricuspid valve hypoplasia (MPO),HP:0011573,MP:0011680
Gray matter heterotopia (HPO),ectopic neuron (MPO),HP:0002282,MP:0011723
Ectopic ovary (HPO),ectopic ovary (MPO),HP:0031086,MP:0011727
Hypodipsia (HPO),hypodipsia (MPO),HP:0025382,MP:0011737
Anasarca (HPO),anasarca (MPO),HP:0012050,MP:0011738
Nitrituria (HPO),increased urine nitrite level (MPO),HP:0031812,MP:0011741
Isolation of the left subclavian artery (HPO),isolation of the left subclavian artery (MPO),HP:0031633,MP:0011745
Myelofibrosis (HPO),myelofibrosis (MPO),HP:0011974,MP:0011747
Perivascular fibrosis (HPO),perivascular fibrosis (MPO),HP:0032200,MP:0011749
Urethritis (HPO),urethritis (MPO),HP:0500006,MP:0011763
Ureterocele (HPO),ureterocele (MPO),HP:0000070,MP:0011767
Rectal atresia (HPO),rectal atresia (MPO),HP:0025023,MP:0011775
Rectourethral fistula (HPO),rectourethral fistula (MPO),HP:0025407,MP:0011786
Urethral obstruction (HPO),urethra obstruction (MPO),HP:0000796,MP:0011801
Duplication of renal pelvis (HPO),double kidney pelvis (MPO),HP:0005580,MP:0011803
Vesicovaginal fistula (HPO),vesicovaginal fistula (MPO),HP:0001586,MP:0011829
Patent urachus (HPO),patent urachus (MPO),HP:0010479,MP:0011852
Cerebral edema (HPO),cerebral edema (MPO),HP:0002181,MP:0011854
Podocyte hypertrophy (HPO),podocyte hypertrophy (MPO),HP:0020133,MP:0011871
Absent penis (HPO),absent penis (MPO),HP:0030261,MP:0011876
Agenesis of the diaphragm (HPO),absent diaphragm (MPO),HP:0008986,MP:0011883
Abnormal circulating transferrin level (HPO),abnormal circulating transferrin level (MPO),HP:0032385,MP:0011892
Abnormal S wave (HPO),abnormal S wave (MPO),HP:0032195,MP:0011920
Abnormal circulating osteocalcin level (HPO),abnormal circulating osteocalcin level (MPO),HP:0031427,MP:0011922
Retinal thinning (HPO),decreased total retina thickness (MPO),HP:0030329,MP:0011965
Abnormal circulating glycerol level (HPO),abnormal circulating glycerol level (MPO),HP:0031795,MP:0011973
Febrile seizures (HPO),febrile seizures (MPO),HP:0002373,MP:0012011
Spasticity (HPO),spasticity (MPO),HP:0001257,MP:0012051
Hypertonia (HPO),hypertonicity (MPO),HP:0001276,MP:0012052
Limb hypertonia (HPO),limb hypertonicity (MPO),HP:0002509,MP:0012053
Webbed neck (HPO),webbed neck (MPO),HP:0000465,MP:0012077
Chylous ascites (HPO),chylous ascites (MPO),HP:0012281,MP:0012080
Sclerocornea (HPO),sclerocornea (MPO),HP:0000647,MP:0012121
Oligohydramnios (HPO),oligohydramnios (MPO),HP:0001562,MP:0012171
Abnormal hypoxanthine-guanine phosphoribosyltransferase level (HPO),abnormal hypoxanthine-guanine phosphoribosyltransferase level (MPO),HP:0031821,MP:0012208
Reduced hypoxanthine-guanine phosphoribosyltransferase level (HPO),decreased hypoxanthine-guanine phosphoribosyltransferase level (MPO),HP:0031823,MP:0012209
Hypoplastic philtrum (HPO),philtrum hypoplasia (MPO),HP:0005326,MP:0012258
Meningocele (HPO),meningocele (MPO),HP:0002435,MP:0012259
Encephalocele (HPO),encephalomeningocele (MPO),HP:0002084,MP:0012260
Reduced circulating fibronectin level (HPO),decreased circulating fibronectin level (MPO),HP:0032463,MP:0012332
Hyperkalemia (HPO),hyperkalemia (MPO),HP:0002153,MP:0012339
Abnormal prothrombin time (HPO),abnormal prothrombin time (MPO),HP:0032199,MP:0012354
Decreased prothrombin time (HPO),decreased prothrombin time (MPO),HP:0032198,MP:0012355
Prolonged prothrombin time (HPO),increased prothrombin time (MPO),HP:0008151,MP:0012356
Prolonged partial thromboplastin time (HPO),abnormal partial thromboplastin time (MPO),HP:0003645,MP:0012357
Prolonged partial thromboplastin time (HPO),increased partial thromboplastin time (MPO),HP:0003645,MP:0012359
Pectus excavatum (HPO),pectus excavatum (MPO),HP:0000767,MP:0012514
Vascular remnant arising from the disc (HPO),persistent hyaloid artery (MPO),HP:0009922,MP:0012538
Syringomyelia (HPO),syringomyelia (MPO),HP:0003396,MP:0012545
Triangular face (HPO),triangular face (MPO),HP:0000325,MP:0012546
Myelomeningocele (HPO),spina bifida cystica (MPO),HP:0002475,MP:0012547
Hypoxemia (HPO),hypoxemia (MPO),HP:0012418,MP:0012549
